1.25	297975
1.255	281630
1.26	267016
1.265	256452
1.27	245046
1.275	239384
1.28	235982
1.285	231648
1.29	231051
1.295	231223
1.3	228582
1.305	227866
1.31	229253
1.315	226896
1.32	222599
1.325	219182
1.33	210738
1.335	203009
1.34	191237
1.345	182830
1.35	169230
1.355	156891
1.36	143001
1.365	126783
1.37	110401
1.375	96756.2031
1.38	81239.3984
1.385	68945.2969
1.39	57869
1.395	49905
1.4	40400
1.405	31841
1.41	25302
1.415	20040
1.42	16751
1.425	14942
1.43	14461
1.435	15185
1.44	16422
1.445	18488
1.45	21442
1.455	24426
1.46	26795
1.465	29512
1.47	30594
1.475	32586
1.48	32878
1.485	33099
1.49	33316
1.495	31928
1.5	30303
1.505	28179
1.51	25901
1.515	22995
1.52	20545
1.525	17719
1.53	14810
1.535	12620
1.54	10396
1.545	9049
1.55	8174
1.555	7788
1.56	8014
1.565	8973
1.57	10231
1.575	12194
1.58	14930
1.585	17214
1.59	20173
1.595	23215
1.6	26019
1.605	29204
1.61	31904
1.615	34264
1.62	36038
1.625	37527
1.63	39179
1.635	39660
1.64	39900
1.645	40033
1.65	39276
1.655	38060
1.66	36665
1.665	34489
1.67	32685
1.675	30100
1.68	27368
1.685	24771
1.69	22129
1.695	19166
1.7	16354
1.705	13948
1.71	11627
1.715	9644
1.72	7748
1.725	6158
1.73	4814
1.735	3966
1.74	3247
1.745	2880
1.75	2720
1.755	2861
1.76	3010
1.765	3547
1.77	3922
1.775	4451
1.78	4911
1.785	5663
1.79	6356
1.795	6816
1.8	7145
1.805	7711
1.81	7978
1.815	8226
1.82	8204
1.825	8371
1.83	8358
1.835	8461
1.84	8297
1.845	8113
1.85	8086
1.855	7929
1.86	7666
1.865	7543
1.87	7580
1.875	7506
1.88	7290
1.885	7475
1.89	7417
1.895	7613
1.9	7671
1.905	7878
1.91	7880
1.915	7754
1.92	7995
1.925	7973
1.93	7890
1.935	8011
1.94	7752
1.945	7531
1.95	7368
1.955	7057
1.96	7077
1.965	6562
1.97	6260
1.975	5949
1.98	5428
1.985	5075
1.99	4710
1.995	4344
2	4045
2.005	3678
2.01	3384
2.015	3131
2.02	2768
2.025	2691
2.03	2568
2.035	2452
2.04	2580
2.045	2634
2.05	2568
2.055	2717
2.06	2835
2.065	3036
2.07	3386
2.075	3473
2.08	3584
2.085	3948
2.09	4095
2.095	4266
2.1	4465
2.105	4547
2.11	4648
2.115	4747
2.12	4911
2.125	4946
2.13	4942
2.135	5021
2.14	5052
2.145	4839
2.15	4741
2.155	4657
2.16	4547
2.165	4452
2.17	4377
2.175	4389
2.18	4391
2.185	4289
2.19	4217
2.195	4087
2.2	4202
2.205	4151
2.21	4059
2.215	4062
2.22	3997
2.225	3875
2.23	3967
2.235	3986
2.24	3881
2.245	3759
2.25	3639
2.255	3595
2.26	3457
2.265	3327
2.27	3191
2.275	3180
2.28	2990
2.285	2854
2.29	2633
2.295	2513
2.3	2377
2.305	2206
2.31	2186
2.315	2095
2.32	1928
2.325	1861
2.33	1792
2.335	1746
2.34	1778
2.345	1858
2.35	1814
2.355	1986
2.36	2012
2.365	2204
2.37	2350
2.375	2442
2.38	2611
2.385	2703
2.39	2988
2.395	3167
2.4	3192
2.405	3333
2.41	3529
2.415	3542
2.42	3590
2.425	3610
2.43	3630
2.435	3671
2.44	3610
2.445	3599
2.45	3512
2.455	3352
2.46	3230
2.465	3068
2.47	3043
2.475	2715
2.48	2571
2.485	2498
2.49	2323
2.495	2219
2.5	2040
2.505	1920
2.51	1837
2.515	1733
2.52	1716
2.525	1625
2.53	1600
2.535	1538
2.54	1440
2.545	1608
2.55	1579
2.555	1576
2.56	1631
2.565	1678
2.57	1768
2.575	1772
2.58	1869
2.585	1844
2.59	1915
2.595	1920
2.6	1999
2.605	2095
2.61	2103
2.615	2046
2.62	2062
2.625	1976
2.63	1988
2.635	1855
2.64	1851
2.645	1783
2.65	1758
2.655	1722
2.66	1688
2.665	1631
2.67	1578
2.675	1490
2.68	1430
2.685	1474
2.69	1423
2.695	1501
2.7	1483
2.705	1448
2.71	1424
2.715	1444
2.72	1502
2.725	1511
2.73	1637
2.735	1618
2.74	1661
2.745	1587
2.75	1699
2.755	1719
2.76	1764
2.765	1804
2.77	1737
2.775	1756
2.78	1696
2.785	1728
2.79	1704
2.795	1696
2.8	1595
2.805	1542
2.81	1501
2.815	1359
2.82	1386
2.825	1295
2.83	1291
2.835	1171
2.84	1145
2.845	1063
2.85	1032
2.855	926
2.86	988
2.865	993
2.87	870
2.875	896
2.88	908
2.885	908
2.89	923
2.895	976
2.9	988
2.905	1026
2.91	984
2.915	1119
2.92	1088
2.925	1099
2.93	1160
2.935	1197
2.94	1248
2.945	1185
2.95	1291
2.955	1272
2.96	1232
2.965	1231
2.97	1311
2.975	1246
2.98	1251
2.985	1178
2.99	1229
2.995	1101
3	1134
3.005	1154
3.01	1027
3.015	1004
3.02	973
3.025	923
3.03	963
3.035	871
3.04	866
3.045	760
3.05	811
3.055	786
3.06	808
3.065	771
3.07	772
3.075	758
3.08	702
3.085	783
3.09	752
3.095	787
3.1	818
3.105	785
3.11	812
3.115	759
3.12	828
3.125	815
3.13	808
3.135	828
3.14	848
3.145	823
3.15	825
3.155	765
3.16	824
3.165	789
3.17	780
3.175	704
3.18	781
3.185	710
3.19	696
3.195	697
3.2	675
3.205	667
3.21	673
3.215	637
3.22	684
3.225	635
3.23	629
3.235	652
3.24	638
3.245	621
3.25	605
3.255	608
3.26	647
3.265	636
3.27	619
3.275	648
3.28	657
3.285	685
3.29	675
3.295	642
3.3	636
3.305	687
3.31	640
3.315	660
3.32	659
3.325	610
3.33	668
3.335	616
3.34	647
3.345	621
3.35	613
3.355	571
3.36	591
3.365	545
3.37	556
3.375	551
3.38	507
3.385	530
3.39	478
3.395	465
3.4	472
3.405	448
3.41	426
3.415	426
3.42	438
3.425	410
3.43	472
3.435	436
3.44	464
3.445	455
3.45	478
3.455	451
3.46	500
3.465	451
3.47	470
3.475	493
3.48	466
3.485	477
3.49	503
3.495	449
3.5	447
3.505	487
3.51	505
3.515	494
3.52	496
3.525	465
3.53	442
3.535	466
3.54	431
3.545	440
3.55	387
3.555	435
3.56	367
3.565	402
3.57	408
3.575	395
3.58	357
3.585	375
3.59	385
3.595	370
3.6	363
3.605	352
3.61	328
3.615	347
3.62	364
3.625	346
3.63	320
3.635	322
3.64	365
3.645	356
3.65	326
3.655	351
3.66	336
3.665	352
3.67	351
3.675	346
3.68	359
3.685	337
3.69	352
3.695	344
3.7	349
3.705	346
3.71	335
3.715	307
3.72	299
3.725	336
3.73	351
3.735	292
3.74	298
3.745	330
3.75	276
3.755	306
3.76	266
3.765	286
3.77	315
3.775	285
3.78	259
3.785	248
3.79	250
3.795	274
3.8	305
3.805	274
3.81	307
3.815	242
3.82	239
3.825	275
3.83	264
3.835	285
3.84	257
3.845	280
3.85	269
3.855	264
3.86	241
3.865	279
3.87	249
3.875	264
3.88	268
3.885	241
3.89	289
3.895	217
3.9	233
3.905	249
3.91	258
3.915	259
3.92	235
3.925	224
3.93	224
3.935	240
3.94	222
3.945	236
3.95	218
3.955	193
3.96	211
3.965	205
3.97	214
3.975	203
3.98	205
3.985	202
3.99	212
3.995	201
4	184
4.005	220
4.01	227
4.015	213
4.02	218
4.025	220
4.03	190
4.035	199
4.04	191
4.045	200
4.05	173
4.055	187
4.06	193
4.065	187
4.07	195
4.075	188
4.08	197
4.085	201
4.09	189
4.095	162
4.1	183
4.105	185
4.11	176
4.115	168
4.12	185
4.125	176
4.13	187
4.135	182
4.14	176
4.145	136
4.15	163
4.155	162
4.16	164
4.165	136
4.17	156
4.175	155
4.18	160
4.185	154
4.19	161
4.195	150
4.2	158
4.205	134
4.21	167
4.215	164
4.22	164
4.225	144
4.23	158
4.235	163
4.24	164
4.245	142
4.25	130
4.255	144
4.26	152
4.265	155
4.27	144
4.275	137
4.28	120
4.285	135
4.29	138
4.295	131
4.3	129
4.305	143
4.31	125
4.315	118
4.32	138
4.325	131
4.33	136
4.335	123
4.34	126
4.345	128
4.35	135
4.355	129
4.36	116
4.365	110
4.37	127
4.375	120
4.38	131
4.385	122
4.39	110
4.395	130
4.4	148
4.405	150
4.41	139
4.415	125
4.42	122
4.425	122
4.43	125
4.435	117
4.44	110
4.445	133
4.45	104
4.455	121
4.46	119
4.465	117
4.47	116
4.475	139
4.48	104
4.485	109
4.49	95
4.495	102
4.5	102
4.505	83
4.51	97
4.515	114
4.52	100
4.525	95
4.53	103
4.535	103
4.54	114
4.545	90
4.55	94
4.555	93
4.56	101
4.565	100
4.57	100
4.575	103
4.58	83
4.585	96
4.59	91
4.595	106
4.6	110
4.605	100
4.61	89
4.615	98
4.62	92
4.625	88
4.63	99
4.635	96
4.64	80
4.645	92
4.65	90
4.655	102
4.66	84
4.665	101
4.67	90
4.675	81
4.68	82
4.685	80
4.69	82
4.695	81
4.7	85
4.705	87
4.71	94
4.715	96
4.72	74
4.725	78
4.73	82
4.735	89
4.74	82
4.745	95
4.75	82
4.755	72
4.76	87
4.765	77
4.77	84
4.775	77
4.78	64
4.785	59
4.79	64
4.795	67
4.8	71
4.805	67
4.81	67
4.815	79
4.82	78
4.825	71
4.83	71
4.835	71
4.84	74
4.845	67
4.85	65
4.855	69
4.86	60
4.865	72
4.87	60
4.875	78
4.88	60
4.885	64
4.89	66
4.895	84
4.9	63
4.905	77
4.91	55
4.915	62
4.92	54
4.925	60
4.93	69
4.935	64
4.94	64
4.945	46
4.95	62
4.955	55
4.96	62
4.965	52
4.97	56
4.975	65
4.98	61
4.985	62
4.99	64
4.995	70
5	50
